央视,#genre#
文化精品,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226981/index.m3u8
文化精品,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226981/index.m3u8
央视台球,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8
央视台球,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8
央视高网,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226978/index.m3u8
央视高网,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226978/index.m3u8
风云剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226950/index.m3u8
风云剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226950/index.m3u8
风云音乐,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226953/index.m3u8
风云音乐,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226953/index.m3u8
第一剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226959/index.m3u8
第一剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226959/index.m3u8
女性时尚,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226969/index.m3u8
女性时尚,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226969/index.m3u8
风云足球,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8
风云足球,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8
电视指南,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226987/index.m3u8
电视指南,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226987/index.m3u8





卫视频道,#genre#

北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225796/index.m3u8
北京卫视,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002145/1.m3u8

湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225799/index.m3u8
湖南卫视,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002143/1.m3u8

东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225797/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226204/index.m3u8
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226196/index.m3u8
山东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226209/index.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225803/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225800/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225798/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8

深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225801/index.m3u8
深圳卫视,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002140/1.m3u8

湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226206/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
辽宁卫视,http://42.5.185.62:9901/tsfile/live/1165_1.m3u8
辽宁卫视,http://27.203.143.250:9901/tsfile/live/1025_1.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226201/index.m3u8

重庆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226202/index.m3u8
黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
三沙卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000319/index.m3u8?IAS
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
西藏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226212/index.m3u8
兵团卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
延边卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
大湾区卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226442/index.m3u8
安多卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8

厦门卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8
厦门卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000193/index.m3u8?fmmv6

农林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
康巴卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8

山东教育,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226238/index.m3u8
金色学堂,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226994/index.m3u8
纪实人文,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226230/index.m3u8
第一财经,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226966/index.m3u8
乐游频道,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226580/index.m3u8
都市剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226581/index.m3u8
欢笑剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226582/index.m3u8
纪实科教,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226232/index.m3u8
游戏风云,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226579/index.m3u8
哒啵电竞,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226951/index.m3u8
哒啵赛事,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226954/index.m3u8
黑莓电影,http://[2409:8087:2001:20:2800:0:df6e:eb04]/ott.mobaibox.com/PLTV/3/224/3221225567/index.m3u8
梨园频道,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380788ba7bed/index.m3u8?AuthInfo=toEYVdLfxymUP2l9NZpQI5%2BK6T7j%2FlRm%2BvbM9VO7bA0q1S1k1f36SqqriM0FZoFSAJRfCt8SS7X6sTRmXb81a8O4H%2FdroDKjLoDeaMQdyJQ
弈坛春秋,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001322/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
老故事,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8
财富天下,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226350/index.m3u8
置业频道,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226241/index.m3u8

少儿频道,#genre#
卡酷少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
金鹰卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
哈哈炫动,http://116.225.115.4:4022/udp/239.45.1.55:5140
嘉佳卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226227/index.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8

教育频道,#genre#
CETV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV-2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV-3,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001309/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8

北京频道,#genre#
北京纪实科教,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001329/index.m3u8?virtualDomain=yinhe.live_hls.zte.com


上海频道,#genre#
上海新闻,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000011000031110/index.m3u8?channel-id=bestzb&Contentid=5000000011000031110&livemode=1&stbId=3
上海都市,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000010000018926/index.m3u8?channel-id=bestzb&Contentid=5000000010000018926&livemode=1&stbId=3
上海ICS,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000010000030951/index.m3u8?channel-id=bestzb&Contentid=5000000010000030951&livemode=1&stbId=3
七彩戏剧,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000011000031116/index.m3u8?channel-id=bestzb&Contentid=5000000011000031116&livemode=1&stbId=3
五星体育,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000010000017540/index.m3u8?channel-id=bestzb&Contentid=5000000010000017540&livemode=1&stbId=3
东方影视,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000010000032212/index.m3u8?channel-id=bestzb&Contentid=5000000010000032212&livemode=1&stbId=3
东方财经,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000007000010003/index.m3u8?channel-id=bestzb&Contentid=5000000007000010003&livemode=1&stbId=3
法治天地,http://[2409:8087:7001:20:1000::88]:6610/000000001000/9001547084732463424/index.m3u8?channel-id=bestzb&Contentid=9001547084732463424&livemode=1&stbId=3
第一财经,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000010000027146/index.m3u8?channel-id=bestzb&Contentid=5000000010000027146&livemode=1&stbId=3
东方购物,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000007000010004/index.m3u8?channel-id=bestzb&Contentid=5000000007000010004&livemode=1&stbId=3


海南频道,#genre#
海南少儿,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000323/index.m3u8?fmmv6
海南文旅,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000322/index.m3u8?fmmv6
海南公共,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000382/index.m3u8?fmmv6
海南自贸,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000320/index.m3u8?fmmv6

浙江频道,#genre#
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江数码时代,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江频道,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8

陕西频道,#genre#
陕西新闻资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226357/index.m3u8
陕西都市青春,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226358/index.m3u8
陕西生活频道,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226359/index.m3u8
陕西影视频道,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226360/index.m3u8
陕西公共频道,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226361/index.m3u8
陕西体育休闲,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226363/index.m3u8
陕西西部电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226364/index.m3u8
西安新闻综合,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226366/index.m3u8
西安都市频道,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226367/index.m3u8
西安商务资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226368/index.m3u8
西安影视频道,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226369/index.m3u8
西安丝路频道,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226370/index.m3u8
西安教育频道,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226371/index.m3u8




湖南频道,#genre#
金鹰纪实,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226351/index.m3u8
茶友频道,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226808/index.m3u8
快乐垂钓,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226805/index.m3u8

广东频道,#genre#
广东卫视,http://113.117.83.206:10000/udp/239.77.0.166:5146
广东卫视,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001031/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
广东卫视,http://119.131.240.27:8089/hls/1/index.m3u8
广东卫视,http://183.239.193.55:2223/hls/14/index.m3u8
广东卫视,http://116.21.120.40:4433/tsfile/live/0125_1.m3u8
广东卫视,http://202.168.187.208:2024/tsfile/live/0125_1.m3u8
广东卫视,http://219.137.29.130:4433/tsfile/live/0125_1.m3u8
广东卫视,http://113.86.205.10:808/hls/152/index.m3u8
广东卫视,http://113.110.72.132:808/hls/152/index.m3u8
广东卫视,http://113.86.205.10:8090/hls/152/index.m3u8
广东卫视,http://qdxiehou.7766.org:9901/tsfile/live/0125_1.m3u8
广东卫视,http://113.110.72.132:8090/hls/152/index.m3u8
广东卫视,http://110.72.84.159:808/hls/35/index.m3u8
广东卫视,http://113.101.119.52:8090/hls/152/index.m3u8
广东卫视,http://113.86.206.78:9999/tsfile/live/0125_1.m3u8
广东卫视,http://14.155.232.97:8888/hls/25/index.m3u8

广东珠江,http://113.117.83.206:10000/udp/239.77.0.114:5146
广东珠江,http://119.131.240.27:8089/hls/2/index.m3u8
广东珠江,http://[2409:8087:7001:20:1000::97]:6610/000000001000/1000000004000011655/index.m3u8?channel-id=ystenlive&Contentid=1000000004000011655&livemode=1&stbId=3&HlsProfileId=
广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/1.m3u8
广东珠江,http://113.86.205.10:808/hls/105/index.m3u8
广东珠江,http://113.110.72.132:808/hls/105/index.m3u8
广东珠江,http://113.86.205.10:8090/hls/105/index.m3u8
广东珠江,http://113.110.72.132:8090/hls/105/index.m3u8
广东珠江,http://113.101.119.52:8090/hls/105/index.m3u8
广东珠江,http://180.143.82.135:8181/tsfile/live/1039_1.m3u8



广东新闻,http://113.101.119.52:8090/hls/106/index.m3u8
广东新闻,http://113.110.72.132:808/hls/106/index.m3u8
广东新闻,http://113.86.205.10:808/hls/106/index.m3u8
广东新闻,http://183.239.193.55:2223/hls/5/index.m3u8
广东新闻,http://180.143.82.135:8181/tsfile/live/1040_1.m3u8
广东新闻,http://119.131.240.27:8089/hls/3/index.m3u8
广东新闻,http://113.86.206.78:9999/tsfile/live/1029_1.m3u8


广东民生,http://113.101.119.52:8090/hls/107/index.m3u8
广东民生,http://113.110.72.132:8090/hls/107/index.m3u8
广东民生,http://119.131.240.27:8089/hls/4/index.m3u8
广东民生,http://113.86.206.78:9999/tsfile/live/1036_1.m3u8

广东体育,http://113.117.83.206:10000/udp/239.77.0.168:5146
广东体育,http://116.21.120.40:4433/tsfile/live/0142_1.m3u8
广东体育,http://219.137.29.130:4433/tsfile/live/0142_1.m3u8
广东体育,http://183.239.193.55:2223/hls/1/index.m3u8
广东体育,http://180.143.82.135:8181/tsfile/live/1041_1.m3u8
广东体育,http://119.131.240.27:8089/hls/5/index.m3u8

广东影视,http://183.239.193.55:2223/hls/46/index.m3u8
广东影视,http://113.86.205.10:808/hls/110/index.m3u8
广东影视,http://113.110.72.132:808/hls/110/index.m3u8
广东影视,http://113.86.205.10:8090/hls/110/index.m3u8
广东影视,http://113.110.72.132:8090/hls/110/index.m3u8
广东影视,http://113.101.119.52:8090/hls/110/index.m3u8
广东影视,http://180.143.82.135:8181/tsfile/live/1052_1.m3u8
广东影视,http://119.131.240.27:8089/hls/9/index.m3u8
广东影视,http://113.86.206.78:9999/tsfile/live/1024_1.m3u8

广东移动,http://ci.emdoor.tech:8080/touchtv.php?pk=2463
广东移动,http://113.117.7.26:10000/udp/239.77.0.20:5146
广东移动,http://113.65.160.104:4022/udp/239.77.0.20:5146

大湾区卫视,http://113.117.83.206:10000/udp/239.77.0.215:5146
大湾区卫视,http://110.72.84.159:808/hls/31/index.m3u8
大湾区卫视,http://183.239.193.55:2223/hls/59/index.m3u8
大湾区卫视,http://180.143.82.135:8181/tsfile/live/1065_1.m3u8
大湾区卫视,http://119.131.240.27:8089/hls/8/index.m3u8

广东经济科教,http://113.117.83.206:10000/udp/239.77.0.167:5146
广东经济科教,http://113.110.79.69:8090/hls/129/index.m3u8
广东经济科教,http://119.131.240.27:8089/hls/7/index.m3u8
广东经济科教,http://113.110.79.69:808/hls/129/index.m3u8
广东经济科教,http://113.101.119.52:8090/hls/129/index.m3u8
广东经济科教,http://113.110.72.132:8090/hls/129/index.m3u8
广东经济科教,http://113.110.72.132:808/hls/129/index.m3u8
广东经济科教,http://180.143.82.135:8181/tsfile/live/1050_1.m3u8
广东经济科教,http://113.86.206.78:9999/tsfile/live/1021_1.m3u8

广东4K超高清,http://113.117.83.206:10000/udp/239.77.0.245:5146


岭南戏曲,http://113.86.205.10:8090/hls/22/index.m3u8
岭南戏曲,http://113.86.205.10:808/hls/22/index.m3u8
岭南戏曲,http://113.110.72.132:808/hls/22/index.m3u8
岭南戏曲,http://113.86.205.10:8090/hls/22/index.m3u8
岭南戏曲,http://113.110.72.132:8090/hls/22/index.m3u8
岭南戏曲,http://113.101.119.52:8090/hls/22/index.m3u8
岭南戏曲,http://119.131.240.27:8089/hls/14/index.m3u8
岭南戏曲,http://113.86.206.78:9999/tsfile/live/1038_1.m3u8




深圳卫视,http://180.143.82.135:8181/tsfile/live/0126_1.m3u8
深圳卫视,http://202.168.187.208:2024/tsfile/live/0126_1.m3u8
深圳卫视,http://110.72.83.181:808/hls/1008/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8?gd
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8?gd
深圳卫视,http://110.72.81.200:808/hls/1033/index.m3u8
深圳卫视,http://110.72.83.181:808/hls/1033/index.m3u8


广州台,http://180.143.82.135:8181/tsfile/live/0115_1.m3u8
广州台,http://113.117.83.206:10000/udp/239.253.43.71:5146

广州新闻,http://113.117.83.206:10000/udp/239.253.43.72:5146

广州影视,http://180.143.82.135:8181/tsfile/live/0131_1.m3u8

揭阳综合,http://113.117.83.206:10000/udp/239.77.0.229:5146
揭阳综合,http://183.239.193.55:2223/hls/11/index.m3u8

揭阳生活,http://113.117.83.206:10000/udp/239.77.0.251:5146

普宁台,http://ci.emdoor.tech:8080/touchtv.php?pk=2450

汕头综合,http://183.239.193.55:2223/hls/76/index.m3u8
汕头综合,http://113.117.83.206:10000/udp/239.77.1.130:5146
汕头综合,http://113.117.83.206:10000/udp/239.253.43.45:5146

汕头经济生活,http://183.239.193.55:2223/hls/69/index.m3u8

汕头文旅体育,http://183.239.193.55:2223/hls/62/index.m3u8

